YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q2,5,26,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13285.17,12802.71,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-01,2017,Q3,7,1,-,2044290,2044290,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,1,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,12326.06,11505.62,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-10,2017,Q3,7,10,-,20130,20130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,1,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,12375.93,11499.86,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-10,2017,Q3,7,10,-,20130,20130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,1,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,10080.00,9000.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-05,2017,Q3,7,5,-,29224985,29224985,/,/,United Kingdom,-,-,,-,-,-,
2017,Q2,6,2,AU,GB,London Gateway,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,13051.46,12563.84,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-17,2017,Q3,7,17,-,2044250,2044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,2,AU,GB,Southampton P,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,16249.38,15684.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-08,2017,Q3,7,8,-,2069099,2069099,Capra Hircus,Capra Hircus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12717.28,12257.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2044230,02044230|02044250|02044250|02044290|02044290|02044290|02044290|02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12717.28,12257.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2044250,02044230|02044250|02044250|02044290|02044290|02044290|02044290|02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12717.28,12257.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2044290,02044230|02044250|02044250|02044290|02044290|02044290|02044290|02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12717.28,12257.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2044310,02044230|02044250|02044250|02044290|02044290|02044290|02044290|02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12717.28,12257.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2069099,02044230|02044250|02044250|02044290|02044290|02044290|02044290|02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,10878.15,10505.20,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-18,2017,Q3,7,18,-,2044290,02044290|02044290|02044290|02044290,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,IE,CVEDP,No,Human Consumption,13482.49,12990.07,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-04,2017,Q3,7,4,-,2044290,02044290|02044290|02044290,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,Ireland,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22798.22,22006.85,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-07,2017,Q3,7,7,-,2044250,2044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17137.21,16725.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-09,2017,Q3,7,9,-,2044310,2044310,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13418.15,13005.65,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-18,2017,Q3,7,18,-,2044290,2044290,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,16934.25,15994.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,2069099,2069099,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,9097.00,7029.50,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,3048929,3048929,Sebastes Mentella,Sebastes Mentella,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,2200.00,1700.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,3048929,3048929,Sebastes Mentella,Sebastes Mentella,United Kingdom,-,-,,-,-,-,
2017,Q2,6,6,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,22089.00,17910.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-04,2017,Q3,7,4,-,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,AU,GB,London Gateway,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,15846.80,15278.14,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-18,2017,Q3,7,18,-,2044250,2044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,26305.26,25005.00,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-05,2017,Q3,7,5,Yes,2109939,2109939,Aves,Aves,United Kingdom,Suspicion,Salmonella spp.,2017-06-29,Not Detected in 25g,5,Satisfactory,2017-07-05
2017,Q2,6,7,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,26305.26,25005.00,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-04,2017,Q3,7,4,Yes,2109939,2109939,Aves,Aves,United Kingdom,Suspicion,Salmonella spp.,2017-06-27,Not Detected in 25g,5,Satisfactory,2017-07-04
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,874.00,725.00,/,/,Not satisfactory,Satisfactory,Satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,10. Other,2017-07-12,2017,Q3,7,12,-,230910,230910,Ungulates,Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6422.50,4200.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-07-03,2017,Q3,7,3,-,5119190,5119190,Invertebrata,Invertebrata,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840.00,20300.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840.00,20300.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840.00,20300.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840.00,20300.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-02,2017,Q3,7,2,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21840.00,20300.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,17340.00,13056.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-05,2017,Q3,7,5,-,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,6,7,SA,GB,Stansted,GB,GB,SA,Saudi Arabia,GB,CVEDP,No,Human Consumption,12.00,6.50,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-07-12,2017,Q3,7,12,-,40221,40221,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17261.33,11371.36,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-07-11,2017,Q3,7,11,-,230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17261.33,11371.36,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-07-11,2017,Q3,7,11,-,230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,1441.00,1056.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-07-11,2017,Q3,7,11,-,230910,230910,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,US,GB,Liverpool,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,80636.00,79640.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,-,-,-,-,2017-07-13,2017,Q3,7,13,-,51199,51199,-,,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,12654.90,9288.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-05,2017,Q3,7,5,-,160232,160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,IN,GB,Southampton P,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,22950.00,18000.00,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-06,2017,Q3,7,6,Yes,3061792,3061792,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,Suspicion,Chloramphenicol,2017-07-03,-,-,Satisfactory,
2017,Q2,6,8,IN,GB,Southampton P,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,22950.00,18000.00,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-06,2017,Q3,7,6,Yes,3061792,3061792,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,Suspicion,Nitrofurans,2017-07-03,-,-,Satisfactory,
2017,Q2,6,8,IN,GB,Southampton P,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,22950.00,18000.00,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-06,2017,Q3,7,6,Yes,3061792,3061792,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,Suspicion,Tetracyclines,2017-07-03,-,-,Satisfactory,
2017,Q2,6,8,CN,GB,Stansted,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,0.60,0.50,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,2. Non Approved Country,2017-07-18,2017,Q3,7,18,-,40291,40291,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,8,TR,GB,Felixstowe P,/,/,TR,Turkey,/,CVEDP,No,-,7900.00,7850.00,/,/,Not satisfactory,Not satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-07-03,2017,Q3,7,3,-,1901,1901,-,,-,-,-,,-,-,-,
2017,Q2,6,9,AU,GB,Felixstowe P,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,23782.00,23031.42,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-04,2017,Q3,7,4,-,2042250,02042250|02042250|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,9,AU,GB,Felixstowe P,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,23782.00,23031.42,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-04,2017,Q3,7,4,-,2042300,02042250|02042250|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,9,AU,GB,Felixstowe P,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,13249.50,12666.50,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-03,2017,Q3,7,3,-,20130,020130|020130,Bos Taurus,Bos Taurus|Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,6,9,TR,GB,Felixstowe P,/,/,TR,Turkey,/,CVEDP,No,-,15120.00,15000.00,/,/,Not satisfactory,Not satisfactory,Not satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-07-05,2017,Q3,7,5,-,1901,1901,-,,-,-,-,,-,-,-,
2017,Q2,6,12,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15165.98,14570.06,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-01,2017,Q3,7,1,-,2044210,2044210,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,6,12,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18987.40,18577.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-07-01,2017,Q3,7,1,-,2044310,2044310,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
