YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q1,1,17,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,8000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-22,2018,Q1,1,22,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,1,19,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,18000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-22,2018,Q1,1,22,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,1,19,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20975,1310,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-22,2018,Q1,1,22,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,1,17,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,1598,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-22,2018,Q1,1,22,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,1,17,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20886,16000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-22,2018,Q1,1,22,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2017,Q4,11,3,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,0.95,0.75,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2018-01-09,2018,Q1,1,9,4089180,4089180,Anas Spp,Anas Spp,-
2018,Q1,1,13,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,0,142.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-18,2018,Q1,1,18,3048100,03048100|03048990,Salmo Salar,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,1,13,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,0,884,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-18,2018,Q1,1,18,3048990,03048100|03048990,Coregonus Spp,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,1,13,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,4447.4,3073.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-18,2018,Q1,1,18,3048990,03048100|03048990,Mugil Spp,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,1,12,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,258,218,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-18,2018,Q1,1,18,3048990,3048990,Mugil Spp,Mugil Spp,-
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Avermectins
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Benzimidazoles
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Beta-lactamics
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Nitromidazoles (group)
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Streptomycin
2018,Q1,1,17,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,5788.9,5487.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,Sulfonamides
2018,Q1,1,18,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,86.18,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,1,18,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,5836.97,5420.79,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,1,21,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,414.89,386.89,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q1,1,21,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,436.35,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,1,21,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,11825.01,10690.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-23,2018,Q1,1,23,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,1,3,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1348,1226.4,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-08,2018,Q1,1,8,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q1,1,9,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1348,1226.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q1,1,19,TH,GB,London Gateway,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,4044,3674.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-30,2018,Q1,1,30,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q1,1,16,MX,GB,"Southampton, P",GB,GB,MX,Mexico,GB,CVEDP,No,Animal Feedingstuff,5356.55,4870.02,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-01-25,2018,Q1,1,25,230910,230910,Ungulates,Ungulates,-
2018,Q1,1,16,MX,GB,"Southampton, P",GB,GB,MX,Mexico,GB,CVEDP,No,Animal Feedingstuff,6355.37,4869.11,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-01-25,2018,Q1,1,25,230910,230910,Ungulates,Ungulates,-
2017,Q4,12,13,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,354,350,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2018-01-09,2018,Q1,1,9,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,18,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,355,300,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,-,-,2. Destruction,2. Non Approved Country,2018-01-18,2018,Q1,1,18,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,12,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-01-17,2018,Q1,1,17,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,1,16,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,204,5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-01-17,2018,Q1,1,17,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,1,19,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,245,6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-01-23,2018,Q1,1,23,5111000,5111000,Bos Taurus,Bos Taurus,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,1243.28,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24203.95,13379.73,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,8132.73,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,883.14,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,12691.11,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22864.65,7844.76,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-02,2018,Q1,1,2,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,22,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17534.9,17081.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-04,2018,Q1,1,4,2069099,2069099,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,899.94,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,12158.55,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21944.47,7462.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,1010.32,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21829.02,12469.92,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,7022.57,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,971.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,12425.54,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2017,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22624.56,7788.44,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24703.46,23951.78,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14395.38,13815.78,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14146.3,13608.03,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18427.2,17952,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13054.92,12525.69,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2044210,2044210,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12809.26,12286.82,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044210,2044210,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18318.72,17897.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-09,2018,Q1,1,9,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23996.54,23161.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-10,2018,Q1,1,10,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,937.71,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-15,2018,Q1,1,15,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,12732.28,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-01-15,2018,Q1,1,15,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
