YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Epinephelus Spp,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Harpadon Nehereus,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Lates Calcarifer,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Leptomelanosoma Indicum,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Lutjanus Spp,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Otra Pesca,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Pampus Argenteus,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Pampus Spp,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Parastromateus Niger,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03069390,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Portunus Pelagicus,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1060,585,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03069590,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03069390|03069590,Acetes Spp,Acetes Spp|Chirocentrus Spp|Eleutheronema Spp|Epinephelus Spp|Harpadon Nehereus|Lates Calcarifer|Leptomelanosoma Indicum|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Parastromateus Niger|Portunus Pelagicus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,BD,GB,Felixstowe P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24600,12480,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-09,2017,Q1,1,9,-,03061799,03061799,Macrobrachium Rosenbergii,Macrobrachium Rosenbergii,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03024330,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Sardinella Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03024600,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Rachycentron Canadum,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03028180,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Otra Pesca,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Carangidae,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Caranx Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Istiophorus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Lethrinus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Nemipterus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Otra Pesca,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Scomberomorus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Sphyraena Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03029900,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Stolephorus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03063690,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Penaeus Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,445,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-02,2017,Q1,1,2,-,03074220,03024330|03024600|03028180|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03029900|03063690|03074220,Loligo Spp,Carangidae|Caranx Spp|Istiophorus Spp|Lethrinus Spp|Loligo Spp|Nemipterus Spp|Otra Pesca|Otra Pesca|Penaeus Spp|Rachycentron Canadum|Sardinella Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,1,1,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,425.98,357.58,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-01-01,2017,Q1,1,1,-,03044990,03044990,Thunnus Albacares,Thunnus Albacares,United Kingdom,-,-,,-,-,-,
