YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q3,7,22,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-25,2018,Q3,7,25,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,22,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,5072,4796,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-25,2018,Q3,7,25,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,22,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,568,532,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-25,2018,Q3,7,25,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,22,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-25,2018,Q3,7,25,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,28,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-31,2018,Q3,7,31,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,28,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,2670,2517,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-31,2018,Q3,7,31,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,28,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-31,2018,Q3,7,31,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,7,28,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,511,480,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-31,2018,Q3,7,31,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q2,6,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,546,422,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,1. Re-Export,1. Absence/Invalid Certificate,2018-07-04,2018,Q3,7,4,2104,2104,Aves,Aves,-
2018,Q2,6,12,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1092,844,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,1. Re-Export,1. Absence/Invalid Certificate,2018-07-04,2018,Q3,7,4,2104,2104,Aves,Aves,-
2018,Q2,6,28,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,4718,4292,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-12,2018,Q3,7,12,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q3,7,9,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,2696,2453,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-30,2018,Q3,7,30,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q3,7,10,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1134,859,/,/,Not satisfactory,/,-,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,1. Re-Export,1. Absence/Invalid Certificate,2018-07-13,2018,Q3,7,13,2104,2104,Aves,Aves,-
2018,Q3,7,20,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,546,422,/,/,Not satisfactory,/,-,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,1. Re-Export,1. Absence/Invalid Certificate,2018-07-24,2018,Q3,7,24,2104,2104,Aves,Aves,-
2018,Q3,7,18,IN,GB,"Felixstowe, P",FR,FR,IN,India,FR,CVEDP,No,Human Consumption,22800,21600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-20,2018,Q3,7,20,3061799,3061799,Litopenaeus Vannamei,Litopenaeus Vannamei,-
2018,Q3,7,18,IN,GB,"Felixstowe, P",FR,FR,IN,India,FR,CVEDP,No,Human Consumption,22800,21600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-28,2018,Q3,7,28,3061799,3061799,Litopenaeus Vannamei,Litopenaeus Vannamei,-
2018,Q3,7,24,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,408,10,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-07-27,2018,Q3,7,27,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q3,7,3,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,327,8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-07-05,2018,Q3,7,5,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q3,7,4,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,3094,2744,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-10,2018,Q3,7,10,3038990,3038990,Anoplopoma Fimbria,Anoplopoma Fimbria,-
2018,Q3,7,4,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,9868,8754,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-10,2018,Q3,7,10,3038990,3038990,Anoplopoma Fimbria,Anoplopoma Fimbria,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22781,21316,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,20523,19247,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,10879,10350,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,20130,20130,Bos Taurus,Bos Taurus,Eschericia coli (STEC)
2018,Q2,6,28,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,19383,18931,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-02,2018,Q3,7,2,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q2,6,28,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24024,22617,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-02,2018,Q3,7,2,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,28,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-02,2018,Q3,7,2,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18427,17952,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11974,11206,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12976,12145,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-09,2018,Q3,7,9,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18427,17952,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-08,2018,Q3,7,8,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q2,6,26,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18184,17762,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-08,2018,Q3,7,8,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q2,6,30,NZ,GB,Heathrow,NL,NL,NZ,New Zealand,NL,CVEDP,No,Human Consumption,2293,2178,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-01,2018,Q3,7,1,2042300,2042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,1,NZ,GB,Heathrow,NL,NL,NZ,New Zealand,NL,CVEDP,No,Human Consumption,2347,2226,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-02,2018,Q3,7,2,2042300,2042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11224,10553,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11716,10959,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042300,2042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13193,12346,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-15,2018,Q3,7,15,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14620,14132,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-11,2018,Q3,7,11,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17849,17435,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-12,2018,Q3,7,12,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14478,13985,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-11,2018,Q3,7,11,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23817,23003,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-11,2018,Q3,7,11,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,7,2,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23731,23144,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-11,2018,Q3,7,11,2044290,2044290,Ovis Aries,Ovis Aries,-
2018,Q3,7,4,NZ,GB,Belfast,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23794,23009,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-05,2018,Q3,7,5,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,7,4,NZ,GB,Belfast,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-05,2018,Q3,7,5,2044250,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,7,4,NZ,GB,Belfast,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14236,13730,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-05,2018,Q3,7,5,2044290,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,7,11,NZ,GB,"Tilbury, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25026,24115,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-14,2018,Q3,7,14,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,7,10,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-07-20,2018,Q3,7,20,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
