YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q3,7,3,CN,GB,Grimsby-Immingham P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25771.00,24518.90,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-09,2017,Q3,8,9,-,3047190,3047190,Gadus Morhua,Gadus Morhua,United Kingdom,-,-,,-,-,-,
2017,Q3,7,4,MU,GB,Liverpool,GB,GB,MU,Mauritius,GB,CVEDP,No,Human Consumption,20156.00,16159.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-01,2017,Q3,8,1,-,16041428,16041428|16041438,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis|Thunnus Albacares,United Kingdom,-,-,,-,-,-,
2017,Q3,7,4,MU,GB,Liverpool,GB,GB,MU,Mauritius,GB,CVEDP,No,Human Consumption,20156.00,16159.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-01,2017,Q3,8,1,-,16041438,16041428|16041438,Thunnus Albacares,Katsuwonus (Euthynnus) Pelamis|Thunnus Albacares,United Kingdom,-,-,,-,-,-,
2017,Q3,7,5,US,GB,Felixstowe P,/,/,US,United States,/,CVEDP,No,-,27008.00,25500.00,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-08-04,2017,Q3,8,4,-,20714,20714,Gallus Gallus,Gallus Gallus,-,-,-,,-,-,-,
2017,Q3,7,5,US,GB,Felixstowe P,/,/,US,United States,/,CVEDP,No,-,27008.00,25500.00,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-08-04,2017,Q3,8,4,-,20714,20714,Gallus Gallus,Gallus Gallus,-,-,-,,-,-,-,
2017,Q3,7,5,US,GB,Felixstowe P,/,/,US,United States,/,CVEDP,No,-,27008.00,25500.00,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-08-04,2017,Q3,8,4,-,20714,20714,Gallus Gallus,Gallus Gallus,-,-,-,,-,-,-,
2017,Q3,7,5,TR,GB,Felixstowe P,GB,GB,TR,Turkey,GB,CVEDP,No,Human Consumption,4013.00,3565.60,/,/,Not satisfactory,Satisfactory,Satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-08-01,2017,Q3,8,1,-,1905,1905,-,,United Kingdom,-,-,,-,-,-,
2017,Q3,7,6,NZ,GB,Tilbury P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14143.97,13413.70,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-08,2017,Q3,8,8,-,20130,020130|020130|020130|020130|020130|020130|020130|020130|020130|020130,Bos Taurus,Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus|Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,6,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,12266.66,11430.06,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-02,2017,Q3,8,2,-,20130,20130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10787.40,8760.96,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-07,2017,Q3,8,7,-,230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q3,7,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10787.40,8760.96,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-07,2017,Q3,8,7,-,230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q3,7,6,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,4032.00,2995.20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-08,2017,Q3,8,8,-,230910,230910,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q3,7,7,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,18800.10,13899.60,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-07,2017,Q3,8,7,-,230910,230910,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q3,7,7,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6422.50,4200.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-07,2017,Q3,8,7,-,5119190,5119190,Invertebrata,Invertebrata,United Kingdom,-,-,,-,-,-,
2017,Q3,7,7,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6422.50,4200.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-07,2017,Q3,8,7,-,5119190,5119190,Invertebrata,Invertebrata,United Kingdom,-,-,,-,-,-,
2017,Q3,7,7,MX,GB,London Gateway,DE,GB,MX,Mexico,GB,CVEDP,No,Human Consumption,22896.00,21600.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-09,2017,Q3,8,9,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18626.00,18224.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044310,2044310,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24299.46,23494.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044250,2044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24275.98,23443.72,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044250,2044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13394.82,12925.20,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-01,2017,Q3,8,1,-,2044230,02044230|02044250|02044250|02044250|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13394.82,12925.20,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-01,2017,Q3,8,1,-,2044250,02044230|02044250|02044250|02044250|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13394.82,12925.20,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-01,2017,Q3,8,1,-,2044390,02044230|02044250|02044250|02044250|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,PH,GB,Liverpool,GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,19332.00,15360.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-07,2017,Q3,8,7,-,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15122.83,14632.20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044230,02044230|02044230|02044250|02044290|02044290|02044290|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15122.83,14632.20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044250,02044230|02044230|02044250|02044290|02044290|02044290|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15122.83,14632.20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2044290,02044230|02044230|02044250|02044290|02044290|02044290|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15122.83,14632.20,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,2069099,02044230|02044230|02044250|02044290|02044290|02044290|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,UY,GB,London Gateway,GB,GB,UY,Uruguay,GB,CVEDP,No,Human Consumption,11779.70,10940.53,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-02,2017,Q3,8,2,-,20130,20130,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,CN,GB,Grimsby-Immingham P,DK,DK,CN,China,GB,CVEDP,No,Human Consumption,21000.00,18240.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-07,2017,Q3,8,7,-,3047190,03047190|03054980,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,CN,GB,Grimsby-Immingham P,DK,DK,CN,China,GB,CVEDP,No,Human Consumption,21000.00,18240.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-07,2017,Q3,8,7,-,3054980,03047190|03054980,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,20686.00,17160.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-03,2017,Q3,8,3,-,3048100,3048100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24401.13,22140.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-14,2017,Q3,8,14,-,3047950,03047950|03048990|03073290,Macruronus Novaezelandiae,Hoplostethus Atlanticus|Macruronus Novaezelandiae|Perna Canaliculus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24401.13,22140.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-14,2017,Q3,8,14,-,3048990,03047950|03048990|03073290,Hoplostethus Atlanticus,Hoplostethus Atlanticus|Macruronus Novaezelandiae|Perna Canaliculus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24401.13,22140.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-14,2017,Q3,8,14,-,3073290,03047950|03048990|03073290,Perna Canaliculus,Hoplostethus Atlanticus|Macruronus Novaezelandiae|Perna Canaliculus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,10,NZ,GB,Tilbury P,NL,NL,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23332.57,22005.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-14,2017,Q3,8,14,-,2069099,02069099|02069099,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,5400.00,3000.00,/,/,Satisfactory,Not satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,6. Id: Health Mark Error,2017-08-04,2017,Q3,8,4,-,3061799,3061799,Trachypenaeus Spp,Trachypenaeus Spp,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,10296.00,6552.00,/,/,Not satisfactory,Satisfactory,Satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,10. Other,2017-08-14,2017,Q3,8,14,-,16041100,16041100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21800.00,14000.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-10,2017,Q3,8,10,-,3074399,3074399,Todarodes Spp,Todarodes Spp,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,UY,GB,London Gateway,NL,NL,UY,Uruguay,GB,CVEDP,No,Human Consumption,26440.00,25045.00,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-02,2017,Q3,8,2,-,20230,20230,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13709.26,13204.44,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-02,2017,Q3,8,2,-,2044250,02044250|02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6179.22,5367.22,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-04,2017,Q3,8,4,-,230910,230910|42050090,Ungulates,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6179.22,5367.22,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-04,2017,Q3,8,4,-,42050090,230910|42050090,Artiodactyla - Suidae,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,9396.30,6808.30,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-03,2017,Q3,8,3,-,230910,230910|42050090,Ungulates,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q3,7,11,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,9396.30,6808.30,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-08-03,2017,Q3,8,3,-,42050090,230910|42050090,Artiodactyla - Suidae,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q3,7,12,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,2.00,1.90,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-08-10,2017,Q3,8,10,-,4090000,4090000,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q3,7,12,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,23790.00,19500.00,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-08-10,2017,Q3,8,10,-,3053990,3053990,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
