DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-07-27,Heathrow,United Kingdom,United Kingdom,United Kingdom,United States,Semen,5111000,Bos Taurus,-,-,/,-,-,/,No,Other,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,286,Reduced checks regime,No,-,-,-,Other,-,-,2020-07-27,2020,Q3,July,27,1
2020-07-31,Heathrow,United Kingdom,United Kingdom,United Kingdom,United States,Semen,5111000,Bos Taurus,-,-,/,-,-,/,No,Other,2020-07-30,2020,Q3,7,30,Satisfactory,Satisfactory,245,Reduced checks regime,No,-,-,-,Other,-,-,2020-07-31,2020,Q3,July,31,1
2020-07-15,Heathrow,United Kingdom,United Kingdom,United Kingdom,Brazil,Pharmaceutical products,30021200,Bovidae,Frozen,-,/,-,-,/,No,Technical Use,2020-07-14,2020,Q3,7,14,Satisfactory,Satisfactory,20,Reduced checks regime,No,-,-,-,-,-,-,2020-07-16,2020,Q3,July,16,1
2020-07-12,Heathrow,United Kingdom,United Kingdom,United Kingdom,Brazil,Pharmaceutical products,300190,Ruminantia,Ambient,-,/,-,-,/,No,Technical Use,2020-07-06,2020,Q3,7,6,Satisfactory,Satisfactory,131,Reduced checks regime,No,-,-,-,Technical Use,-,-,2020-07-16,2020,Q3,July,16,92
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044310,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,15961,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,15478
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep or goats meat and sheep or goats meat products,2069099,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044310,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep or goats meat and sheep or goats meat products,2069099,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,18710,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,18278
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,23444,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,22647
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,11896,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,11222
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,11543,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,10809
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-13,2020,Q3,7,13,Satisfactory,Satisfactory,13560,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,13054
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,9317,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,8647
2020-07-28,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-31,2020,Q3,July,31,0
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,10443,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,9699
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,0
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,0
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,0
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,11451,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,10689
2020-07-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-03,2020,Q3,7,3,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-18,2020,Q3,July,18,0
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,13614,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-06,2020,Q3,August,6,13070
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-07,2020,Q3,August,7,0
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-07,2020,Q3,August,7,0
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,9627,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-07,2020,Q3,August,7,8937
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,11561,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-09,2020,Q3,August,9,10777
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-09,2020,Q3,August,9,0
2020-08-04,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-09,2020,Q3,August,9,0
2020-08-10,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,22075,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-12,2020,Q3,August,12,20554
2020-08-10,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-12,2020,Q3,August,12,0
2020-08-10,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-12,2020,Q3,August,12,0
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,0
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,0
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,11416,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,10631
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,0
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,0
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,9990,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,9321
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044310,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,17871,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,17301
2020-08-11,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep or goats meat and sheep or goats meat products,2069099,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-16,2020,Q3,August,16,0
2020-08-12,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep or goats meat and sheep or goats meat products,2069099,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-27,2020,Q3,7,27,Satisfactory,Satisfactory,19597,Other,No,-,-,-,Human Consumption,-,-,2020-08-13,2020,Q3,August,13,18795
2020-07-30,Belfast,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044290,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-28,2020,Q3,7,28,Satisfactory,Satisfactory,23751,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-08-03,2020,Q3,August,3,23033
2020-08-06,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-30,2020,Q3,7,30,Satisfactory,Satisfactory,14107,Other,No,-,-,-,Human Consumption,-,-,2020-08-08,2020,Q3,August,8,13627
2020-08-12,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep or goats meat and sheep or goats meat products,2069099,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-30,2020,Q3,7,30,Satisfactory,Satisfactory,19363,Other,No,-,-,-,Human Consumption,-,-,2020-08-14,2020,Q3,August,14,18931
2020-07-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Suriname,Fishery products,3055985,Arius Latiscutatus,Ambient,-,/,-,-,/,No,Human Consumption,2020-07-01,2020,Q3,7,1,-,-,585,-,-,-,-,-,-,-,-,,2020,Q3,July,,550
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3032500,Labeo Calbasu,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3032900,Channa Striata,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3036619,Merluccius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3036990,Coryphaenoides Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Chitala Chitala,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Eutropiichthys Vacha,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Glossogobius Giuris,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Mastacembelus Armatus,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Mystus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Ompok Pabda,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Otra Pesca,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Wallago Attu,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Lutjanus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Parastromateus Niger,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Sphyraena Jello,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,25500,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,22162
2020-07-13,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Brachyura,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-09,2020,Q3,7,9,Satisfactory,Satisfactory,0,Reduced checks regime,No,-,-,-,Human Consumption,-,-,2020-07-15,2020,Q3,July,15,0
2020-07-27,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3035590,Trachurus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,0,/,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,0
2020-07-27,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3035990,Pampus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,0,/,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,0
2020-07-27,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3036619,Merluccius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,25500,/,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,22491
2020-07-27,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3036990,Coryphaenoides Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,0,/,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,0
2020-07-27,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Chitala Chitala,Frozen,-,/,-,-,/,No,Human Consumption,2020-07-23,2020,Q3,7,23,Satisfactory,Satisfactory,0,/,No,-,-,-,Human Consumption,-,-,2020-07-30,2020,Q3,July,30,0
