YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q1,2,8,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,19871,18925,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,2,8,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,19614,18680,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,2,8,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,2,2,US,GB,"Southampton, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,18856,14620.32,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-20,2018,Q1,2,20,16041100,16041100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2018,Q1,2,2,US,GB,"Southampton, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,18856,14620.32,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,16041100,16041100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2018,Q1,2,1,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,2.5,2,/,/,Not satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2018-02-01,2018,Q1,2,1,21069098,21069098,-,,-
2018,Q1,2,1,AU,GB,London Gateway,DE,DE,AU,Australia,DE,CVEDP,No,Other,41017,"40,137.00",/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Other,-,-,-,2018-02-07,2018,Q1,2,7,41015030,41015030,Bos Taurus,Bos Taurus,-
2018,Q1,2,22,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,3196,2903,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-23,2018,Q1,2,23,3048100,03048100|03048910|03048990,Salmo Salar,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,2,22,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-23,2018,Q1,2,23,3048910,03048100|03048910|03048990,Coregonus Spp,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,2,22,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-23,2018,Q1,2,23,3048990,03048100|03048910|03048990,Mugil Spp,Coregonus Spp|Mugil Spp|Salmo Salar,-
2018,Q1,2,21,US,GB,"Felixstowe, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,146,136,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-23,2018,Q1,2,23,3049921,3049921,Hypophthalmichthys Molitrix,Hypophthalmichthys Molitrix,-
2018,Q1,2,2,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,675.76,632.76,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q1,2,2,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,2,2,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,2824.07,2668.07,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,1,13,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,504,500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-05,2018,Q1,2,5,5119110,5119110,Pesca,Pesca,-
2018,Q1,2,6,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Other,-,-,-,2018-02-12,2018,Q1,2,12,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,2,9,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Other,-,-,-,2018-02-15,2018,Q1,2,15,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,2,18,US,GB,Heathrow,/,/,US,United States,/,CVEDP,No,-,45,45,KE,/,Satisfactory,/,-,No,-,-,-,/,/,/,-,/,/,-,-,-,-,2018-02-18,2018,Q1,2,18,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,2,19,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,163,4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Other,-,-,-,2018-02-22,2018,Q1,2,22,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,1,30,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,9493,4935,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-07,2018,Q1,2,7,3061799,3061799,Macrobrachium Rosenbergii,Macrobrachium Rosenbergii,-
2018,Q1,2,18,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,12,12,US,/,Satisfactory,/,-,No,-,-,-,/,/,/,-,/,/,-,-,-,-,2018-02-18,2018,Q1,2,18,3055985,3055985,Lutjanus Sebae,Lutjanus Sebae,-
2018,Q1,2,4,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,1821,1821,US,/,Satisfactory,/,-,No,-,-,-,/,/,/,-,/,/,-,-,-,-,2018-02-04,2018,Q1,2,4,3054980,3054980,Otra Pesca,Otra Pesca,-
2018,Q1,2,28,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,68,68,/,GB,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,United States,Gatwick,GBLGW4,-,-,-,-,2018-02-28,2018,Q1,2,28,3054980,3054980,Clupeidae,Clupeidae|Tilapia Spp,-
2018,Q1,2,28,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,0,0,/,GB,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,United States,Gatwick,GBLGW4,-,-,-,-,2018-02-28,2018,Q1,2,28,3054980,3054980,Tilapia Spp,Clupeidae|Tilapia Spp,-
2018,Q1,1,29,PE,GB,London Gateway,GB,GB,PE,Peru,GB,CVEDP,No,Human Consumption,24230,19540,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-05,2018,Q1,2,5,3079200,3079200,Argopecten Purpuratus,Argopecten Purpuratus,-
2018,Q1,1,23,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,768.08,639.6,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2018-02-07,2018,Q1,2,7,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,23,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,0,0,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,-,-,2. Destruction,2. Non Approved Country,2018-02-07,2018,Q1,2,7,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,23,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,111.12,86.4,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2018-02-07,2018,Q1,2,7,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,23,NG,GB,"Tilbury, P",GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,0,0,/,/,Not satisfactory,Not satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,-,-,2. Destruction,2. Non Approved Country,2018-02-07,2018,Q1,2,7,18069070,18069070,Bos Taurus,Bos Taurus,-
2018,Q1,1,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23797.02,23005.78,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15349.56,14819.86,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,2,6,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23882.81,22984.22,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-08,2018,Q1,2,8,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14138.34,13600.22,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23847.3,23035.54,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23917.28,23110.68,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-02,2018,Q1,2,2,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11142.46,10448.46,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-04,2018,Q1,2,4,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11934.84,11193.06,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-04,2018,Q1,2,4,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22530.1,20963.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23626.01,22025.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24231.34,22724.63,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17205.41,16049.85,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,25,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-03,2018,Q1,2,3,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,1,29,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14725.34,14160.94,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-08,2018,Q1,2,8,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,1,29,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18034.46,17625.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-08,2018,Q1,2,8,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18493.66,18033.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-13,2018,Q1,2,13,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22972.58,21475.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-14,2018,Q1,2,14,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,10344.52,9718.38,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-18,2018,Q1,2,18,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-18,2018,Q1,2,18,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-18,2018,Q1,2,18,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-18,2018,Q1,2,18,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23849.55,22330.92,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-17,2018,Q1,2,17,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,/,/,-,/,/,Human Consumption,-,-,-,2018-02-17,2018,Q1,2,17,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
