YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q4,12,12,CA,GB,Liverpool,GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,5917,5417,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-12,2018,Q4,12,12,3038990,3038990,Anoplopoma Fimbria,Anoplopoma Fimbria,-
2018,Q4,12,12,CA,GB,Liverpool,GB,GB,CA,CA,GB,CVEDP,No,Human Consumption,6491,5889,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-12,2018,Q4,12,12,3038990,3038990,Anoplopoma Fimbria,Anoplopoma Fimbria,-
2018,Q4,12,3,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,4217,3938,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12255,11477,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,21955,20485,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18035,16886,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,11845,11132,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,14,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,17740,17326,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-14,2018,Q4,12,14,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,14,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18564,17520,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-14,2018,Q4,12,14,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,26016,24539,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24579,23154,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,3,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,2042230,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,3,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,1878,1737,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,2042300,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,3,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,398,370,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-03,2018,Q4,12,3,2042300,2042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18465,18034,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-21,2018,Q4,12,21,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18061,17653,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-21,2018,Q4,12,21,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q4,12,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14744,13879,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-21,2018,Q4,12,21,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,17746,17354,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-21,2018,Q4,12,21,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,8,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,1746,1636,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-08,2018,Q4,12,8,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q4,12,8,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,609,568,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-08,2018,Q4,12,8,2044230,2044230,Ovis Aries,Ovis Aries,-
2018,Q4,12,10,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,4081,3821,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,10,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,2098,1943,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,2042230,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,10,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-10,2018,Q4,12,10,2042300,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,11,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,3536,3299,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-11,2018,Q4,12,11,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,11,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-11,2018,Q4,12,11,2042230,02042230|02042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,11,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,4357,4003,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-11,2018,Q4,12,11,2042250,02042230|02042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,11,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,4242,4003,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-11,2018,Q4,12,11,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,13,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,3666,3428,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-13,2018,Q4,12,13,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,11864,11081,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,19142,17990,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12433,11683,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24415,22889,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,16094,15651,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,17796,17381,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,16406,15970,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2044310,2044310,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,11361,10578,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,3,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-03,2019,Q1,1,3,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,3,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,25725,24113,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-03,2019,Q1,1,3,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24720,23179,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2019,Q1,1,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,23937,22411,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2019-01-05,2019,Q1,1,5,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q4,12,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-12-28,2018,Q4,12,28,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
