DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-02,"Felixstowe, P",United Kingdom,France,United Kingdom,Peru,Fishery products,3079200,Argopecten Purpuratus,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-19,2020,Q4,11,19,-,-,13660,-,-,-,-,-,-,-,-,2020-11-19,2020,Q4,11,19,12000
2020-11-03,Heathrow,United Kingdom,United Kingdom,United Kingdom,Nigeria,Snails other than sea snails,3076000,Gasteropoda,Ambient,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,720,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-11-04,2020,Q4,11,4,720
2020-10-27,London Gateway,United Kingdom,United Kingdom,United Kingdom,Brazil,Pharmaceutical products,30021900,Bovidae,Frozen,-,/,-,-,/,No,Technical Use,2020-11-30,2020,Q4,11,30,Satisfactory,Satisfactory,3135,Satisfactory,No,-,-,-,-,-,-,2020-12-01,2020,Q4,12,1,2754
2020-11-19,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044230,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-06,2020,Q4,11,6,Satisfactory,Satisfactory,10349,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-19,2020,Q4,11,19,9819
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,12233,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,11455
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,12649,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,12140
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044230,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,12578,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,11798
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044290,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,12597,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,11879
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,12720,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,12052
2020-11-12,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-02,2020,Q4,11,2,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-13,2020,Q4,11,13,0
2020-11-27,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-19,2020,Q4,11,19,Satisfactory,Satisfactory,13688,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020,Q4,12,3,13164
2020-11-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-05,2020,Q4,11,5,Satisfactory,Satisfactory,9080,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-22,2020,Q4,11,22,8439
2020-11-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-05,2020,Q4,11,5,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-22,2020,Q4,11,22,0
2020-11-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-05,2020,Q4,11,5,Satisfactory,Satisfactory,0,Satisfactory,Yes,Random,-,Antibacterials,Human Consumption,-,-,2020-11-23,2020,Q4,11,23,0
2020-11-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-05,2020,Q4,11,5,Satisfactory,Satisfactory,12798,Satisfactory,Yes,Random,-,Antibacterials,Human Consumption,-,-,2020-11-23,2020,Q4,11,23,12089
2020-11-17,"Felixstowe, P",United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-05,2020,Q4,11,5,Satisfactory,Satisfactory,0,Satisfactory,Yes,Random,-,Antibacterials,Human Consumption,-,-,2020-11-23,2020,Q4,11,23,0
2020-11-08,Belfast,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-06,2020,Q4,11,6,Satisfactory,Satisfactory,23886,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,22977
2020-11-08,Belfast,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-06,2020,Q4,11,6,Satisfactory,Satisfactory,23861,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,22938
2020-11-26,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044310,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-16,2020,Q4,11,16,Satisfactory,Satisfactory,16986,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020,Q4,12,3,16477
2020-11-30,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042250,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-25,2020,Q4,11,25,Satisfactory,Satisfactory,13259,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-02,2020,Q4,12,2,12444
2020-11-30,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042300,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-25,2020,Q4,11,25,Satisfactory,Satisfactory,12255,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-02,2020,Q4,12,2,11420
2020-11-30,London Gateway,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2042230,Ovis Aries,Chilled,-,/,-,-,/,No,Human Consumption,2020-11-25,2020,Q4,11,25,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-02,2020,Q4,12,2,0
2020-12-02,Belfast,United Kingdom,United Kingdom,United Kingdom,New Zealand,Sheep meat,2044250,Ovis Aries,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-30,2020,Q4,11,30,Satisfactory,Satisfactory,23839,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020,Q4,12,3,22934
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Portunus Pelagicus,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Portunus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Scylla Serrata,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3048990,Caranx Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Chanos Chanos,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Liza Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Lutjanidae,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Macrourus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Parastromateus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Sciaenidae,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Sphyraena Jello,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Glossogobius Giuris,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Mastacembelus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Mystus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,25800,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,22770
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Notopterus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Ompok Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Pangasius Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Wallago Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3032900,Channa Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038190,Carcharhinus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3032500,Labeo Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Brachyura Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Portunus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Scylla Serrata,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061799,Parapenaeopsis Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Caranx Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Lutjanidae,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Mugil Cephalus,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Nemipterus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Otolithes Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Parastromateus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Sphyraena Jello,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038910,Otra Pesca,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,25500,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,23119
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3035990,Pampus Argenteus,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-11-09,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3035990,Pampus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-04,2020,Q4,11,4,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-11-11,2020,Q4,11,11,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3046200,Clarias Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Portunus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3061490,Scylla Serrata,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Chanos Chanos,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Epinephelus Itajara,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Liza Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
2020-12-06,"Southampton, P",United Kingdom,United Kingdom,United Kingdom,Pakistan,Fishery products,3038990,Parastromateus Niger,Frozen,-,/,-,-,/,No,Human Consumption,2020-11-18,2020,Q4,11,18,Satisfactory,Satisfactory,0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020,Q4,12,4,0
