YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q3,8,7,AU,GB,"Felixstowe, P",GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,20130,20130,Bos Taurus,Bos Taurus,Quinolones
2018,Q3,8,7,AU,GB,"Felixstowe, P",GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,20130,20130,Bos Taurus,Bos Taurus,Sulfonamides
2018,Q3,8,7,AU,GB,"Felixstowe, P",GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,14055,13605,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,20130,20130,Bos Taurus,Bos Taurus,Tetracyclines
2018,Q3,8,12,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,12,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,530,496,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,12,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,6183,5847,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,12,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,20,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,726,687,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-21,2018,Q3,8,21,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,20,AU,GB,Heathrow,GB,GB,AU,AU,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-21,2018,Q3,8,21,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q3,8,6,TH,GB,"Southampton, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,2696,2453,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-10,2018,Q3,8,10,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q3,8,8,TH,GB,"Southampton, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,4718,4292,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q3,8,8,TH,GB,"Southampton, P",GB,GB,TH,TH,GB,CVEDP,No,Human Consumption,2696,2453,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-31,2018,Q3,8,31,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q3,8,13,MX,GB,London Gateway,GB,GB,MX,MX,GB,CVEDP,No,Animal Feedingstuff,6332,4847,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-08-23,2018,Q3,8,23,230910,230910,Ungulates,Ungulates,-
2018,Q3,8,13,MX,GB,London Gateway,GB,GB,MX,MX,GB,CVEDP,No,Animal Feedingstuff,8580,8580,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-08-22,2018,Q3,8,22,230910,230910,Ungulates,Ungulates,-
2018,Q3,8,23,MX,GB,London Gateway,GB,GB,MX,MX,GB,CVEDP,No,Animal Feedingstuff,6333,4847,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-08-30,2018,Q3,8,30,230910,230910,Ungulates,Ungulates,-
2018,Q3,8,23,MX,GB,London Gateway,GB,GB,MX,MX,GB,CVEDP,No,Animal Feedingstuff,6332,4846,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-08-31,2018,Q3,8,31,230910,230910,Ungulates,Ungulates,-
2018,Q3,8,29,US,GB,Manchester,GB,GB,US,US,GB,CVEDP,No,Other,408,10,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-08-31,2018,Q3,8,31,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q3,8,2,US,GB,Manchester,GB,GB,US,US,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-08-06,2018,Q3,8,6,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q3,8,21,US,GB,Manchester,GB,GB,US,US,GB,CVEDP,No,Other,408,10,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Other,-,-,-,2018-08-24,2018,Q3,8,24,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q3,8,22,NG,GB,Liverpool,GB,GB,NG,NG,GB,CVEDP,No,Other,12344,12344,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,-,-,-,-,2018-08-23,2018,Q3,8,23,5079000,5079000,Bovidae,Bovidae,-
2018,Q3,8,17,PE,GB,London Gateway,GB,GB,PE,PE,GB,CVEDP,No,Human Consumption,17960,15740,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-24,2018,Q3,8,24,3079200,3079200,Argopecten Purpuratus,Argopecten Purpuratus,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,17792,17381,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2044250,02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2044290,02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,10573,9821,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2044310,02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24606,23183,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,17,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-02,2018,Q3,8,2,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,15573,15128,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-04,2018,Q3,8,4,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,7,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-04,2018,Q3,8,4,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-04,2018,Q3,8,4,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12980,12136,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-04,2018,Q3,8,4,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,30,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-03,2018,Q3,8,3,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,7,30,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12112,11399,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-03,2018,Q3,8,3,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14697,14162,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-13,2018,Q3,8,13,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-13,2018,Q3,8,13,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24553,23114,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-13,2018,Q3,8,13,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12622,11898,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-11,2018,Q3,8,11,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-11,2018,Q3,8,11,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,19008,18578,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-11,2018,Q3,8,11,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,Belfast,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24898,24052,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-07,2018,Q3,8,7,2044250,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,8,3,NZ,GB,Belfast,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-07,2018,Q3,8,7,2044290,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-07,2018,Q3,8,7,2042230,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,Heathrow,NL,NL,NZ,NZ,NL,CVEDP,No,Human Consumption,2123,1967,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-07,2018,Q3,8,7,2042300,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,24414,22982,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14556,14102,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-17,2018,Q3,8,17,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,16194,15776,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-17,2018,Q3,8,17,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14475,13955,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-17,2018,Q3,8,17,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,8,6,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,13072,12584,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-17,2018,Q3,8,17,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,8,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14334,13886,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-26,2018,Q3,8,26,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,10537,9867,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-26,2018,Q3,8,26,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q3,8,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-26,2018,Q3,8,26,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18817,17739,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-26,2018,Q3,8,26,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,10,NZ,GB,Belfast,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,23750,22941,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,8,10,NZ,GB,Belfast,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,25295,24278,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,2044250,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,8,10,NZ,GB,Belfast,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-15,2018,Q3,8,15,2044290,02044250|02044290,Ovis Aries,Ovis Aries,-
2018,Q3,8,13,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,2042230,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,13,NZ,GB,Heathrow,DE,DE,NZ,NZ,DE,CVEDP,No,Human Consumption,2777,2573,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-14,2018,Q3,8,14,2042300,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,13,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,16327,15860,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,13,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,20972,19807,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,13,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,2042300,02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q3,8,23,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,18359,17925,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-30,2018,Q3,8,30,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,16,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12488,11911,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-25,2018,Q3,8,25,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,16,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,22345,21648,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,2044250,02044250|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,16,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-20,2018,Q3,8,20,2044310,02044250|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,23,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,12703,11985,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-30,2018,Q3,8,30,2044250,02044250|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,23,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-30,2018,Q3,8,30,2044310,02044250|02044310,Ovis Aries,Ovis Aries,-
2018,Q3,8,23,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,14444,13897,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-29,2018,Q3,8,29,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q3,8,23,NZ,GB,London Gateway,GB,GB,NZ,NZ,GB,CVEDP,No,Human Consumption,26111,24626,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-08-29,2018,Q3,8,29,2042250,02042250|02042300,Ovis Aries,Ovis Aries,-
