YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16009.59,10506.72,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16009.59,10506.72,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,13085.11,9292.64,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,13085.11,9292.64,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,14737.1,9861.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,14737.1,9861.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,18885,12600,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,18885,12600,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16031.4,10348.8,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,16031.4,10348.8,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10908,8484,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10908,8484,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17008.08,11259.36,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,17008.08,11259.36,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10258.86,7148.48,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,10258.86,7148.48,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,1795.5,1370.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Aves,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,1795.5,1370.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-06,2017,Q1,3,6,-,00230910,230910|230910,Pesca,Aves|Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,20365,19500,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047200,03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,4700,4500,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047500,03047500,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
2017,Q1,1,25,NZ,GB,Southampton P,AT,AT,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14368.56,14029.34,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-03,2017,Q1,3,3,-,02044250,02044250|02044250|02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,1,26,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6562.5,4200,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-23,2017,Q1,3,23,-,05119190,05119190,Invertebrata,Invertebrata,United Kingdom,-,-,,-,-,-,
2017,Q1,1,26,CN,GB,Liverpool,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,6562.5,4200,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-23,2017,Q1,3,23,-,05119190,05119190,Invertebrata,Invertebrata,United Kingdom,-,-,,-,-,-,
2017,Q1,1,27,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,5196,5006.8,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-27,2017,Q1,3,27,-,03048100,03048100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,United Kingdom,-,-,,-,-,-,
2017,Q1,1,27,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,5666,5400,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-26,2017,Q1,3,26,-,03047110,03047110,Gadus Macrocephalus,Gadus Macrocephalus,United Kingdom,-,-,,-,-,-,
2017,Q1,1,30,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24000,20217.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047500,03047500,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
2017,Q1,1,30,CN,GB,Felixstowe P,DK,DK,CN,China,GB,CVEDP,No,Human Consumption,24000,22000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047190,03047190,Gadus Morhua,Gadus Morhua,United Kingdom,-,-,,-,-,-,
2017,Q1,1,30,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21500,17219.52,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047200,03047200|03054980,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Otra Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,30,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21500,17219.52,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03054980,03047200|03054980,Otra Pesca,Gadus (Melanogrammus) Aeglefinus|Otra Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,1,31,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25500,21600,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-03,2017,Q1,3,3,-,03047500,03047500,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
2017,Q1,1,31,BD,GB,Southampton P,GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,23760,11340,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-06,2017,Q1,3,6,-,03061799,03061799,Macrobrachium Rosenbergii,Macrobrachium Rosenbergii,United Kingdom,-,-,,-,-,-,
2017,Q1,1,31,CN,GB,Felixstowe P,DK,DK,CN,China,GB,CVEDP,No,Human Consumption,23800,17242.5,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03047190,03047190,Gadus Morhua,Gadus Morhua,United Kingdom,-,-,,-,-,-,
2017,Q1,1,31,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,7305.6,5702.4,/,/,notsatisfactory,notsatisfactory,notdone,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,5. Id: Mis-Match With Documents,2017-03-01,2017,Q1,3,1,-,00230910,00230910,-,,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,20861.24,19533,/,/,satisfactory,notsatisfactory,notsatisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,3. Transformation,5. Id: Mis-Match With Documents,2017-03-14,2017,Q1,3,14,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,20861.24,19533,/,/,satisfactory,notsatisfactory,notsatisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,3. Transformation,7. Physical Hygiene Failure,2017-03-14,2017,Q1,3,14,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,NZ,GB,Southampton P,AT,AT,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12445.77,12007.06,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-06,2017,Q1,3,6,-,02044250,02044250|02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,NZ,GB,Southampton P,AT,AT,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12450.16,12006.16,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-06,2017,Q1,3,6,-,02044250,02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,20686,17160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03048100,03048100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,12960,9439.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-08,2017,Q1,3,8,-,00230910,230910|42050090,Otra,Otra|Otra Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,12960,9439.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-08,2017,Q1,3,8,-,42050090,230910|42050090,Otra Mammalia,Otra|Otra Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,2028,1352,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-03,2017,Q1,3,3,-,00230910,00230910,Mammalia,Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q1,2,1,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,23995.9,16954.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03046200,03046200,Pangasius Spp,Pangasius Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,2,2,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,5000,4800,/,/,notsatisfactory,notsatisfactory,notsatisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-03-21,2017,Q1,3,21,-,00230990,00230990,-,,United Kingdom,-,-,,-,-,-,
2017,Q1,2,2,ID,GB,Felixstowe P,GB,GB,ID,Indonesia,GB,CVEDP,No,Human Consumption,17161.2,7560,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-02,2017,Q1,3,2,-,16052900,16052900,Metapenaeus Spp,Metapenaeus Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20539,19720,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,MY,GB,Felixstowe P,GB,GB,MY,Malaysia,GB,CVEDP,No,Human Consumption,19636,14617,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-10,2017,Q1,3,10,-,16041991,16041991|16041991|16055400,Gadus Macrocephalus,Gadus Macrocephalus|Ommastrephes Bartramii|Otra Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,MY,GB,Felixstowe P,GB,GB,MY,Malaysia,GB,CVEDP,No,Human Consumption,19636,14617,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-10,2017,Q1,3,10,-,16041991,16041991|16041991|16055400,Otra Pesca,Gadus Macrocephalus|Ommastrephes Bartramii|Otra Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,MY,GB,Felixstowe P,GB,GB,MY,Malaysia,GB,CVEDP,No,Human Consumption,19636,14617,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-10,2017,Q1,3,10,-,16055400,16041991|16041991|16055400,Ommastrephes Bartramii,Gadus Macrocephalus|Ommastrephes Bartramii|Otra Pesca,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Pharmaceutical Use,27.21,25,/,/,notsatisfactory,satisfactory,notdone,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-03-03,2017,Q1,3,3,-,15219099,15219099,Apis Melifera,Apis Melifera,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,TH,GB,Felixstowe P,DE,DE,TH,Thailand,GB,CVEDP,No,Human Consumption,18994.5,18090,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,19380,16200,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,03074399,03074399,Todarodes Spp,Todarodes Spp,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,CN,GB,Felixstowe P,GB,GB,CN,Chile,GB,CVEDP,No,Animal Feedingstuff,10998.33,8918.33,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-02,2017,Q1,3,2,-,00230910,230910|42050090,Ungulates,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,CN,GB,Felixstowe P,GB,GB,CN,Chile,GB,CVEDP,No,Animal Feedingstuff,10998.33,8918.33,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-02,2017,Q1,3,2,-,42050090,230910|42050090,Artiodactyla - Suidae,Artiodactyla - Suidae|Ungulates,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,8974,6087.36,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,00230910,-,,United Kingdom,-,-,,-,-,-,
2017,Q1,2,3,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,9913,7011.84,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-03-07,2017,Q1,3,7,-,00230910,00230910,-,,United Kingdom,-,-,,-,-,-,
2017,Q1,2,6,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21476.31,19590,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-03-01,2017,Q1,3,1,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
