YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q2,5,22,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23664,22278,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-04,2018,Q2,6,4,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,10974,10310,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24638,23199,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,24,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23880,22983,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-10,2018,Q2,6,10,2044210,2044210,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14307,13823,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13900,13389,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23257,21859,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22131,20746,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,29,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-06,2018,Q2,6,6,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,31,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,31,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,5,31,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22344,20901,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-09,2018,Q2,6,9,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,18,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14042,13546,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-19,2018,Q2,6,19,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q2,6,18,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14444,14005,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-20,2018,Q2,6,20,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q2,6,18,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24191,23209,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q2,6,18,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23710,22897,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2044290,2044290,Ovis Aries,Ovis Aries,-
2018,Q2,6,18,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,19349,18850,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2069099,2069099,Ovis Aries,Ovis Aries,-
2018,Q2,6,15,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,15,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22889,21514,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,15,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-18,2018,Q2,6,18,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,3,NZ,GB,Heathrow,NL,NL,NZ,New Zealand,NL,CVEDP,No,Human Consumption,1642,1529,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-04,2018,Q2,6,4,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q2,6,4,NZ,GB,Heathrow,DE,DE,NZ,New Zealand,DE,CVEDP,No,Human Consumption,2707,2500,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-05,2018,Q2,6,5,2042230,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,4,NZ,GB,Heathrow,DE,DE,NZ,New Zealand,DE,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-05,2018,Q2,6,5,2042300,02042230|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24446,23564,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-19,2018,Q2,6,19,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12471,11697,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-19,2018,Q2,6,19,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-19,2018,Q2,6,19,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-19,2018,Q2,6,19,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21740,20332,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22367,20942,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q2,6,5,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,-,/,-,/,-,/,/,Human Consumption,-,-,-,2018-06-17,2018,Q2,6,17,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
