YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2018,Q1,3,9,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20900,18612,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-16,2018,Q1,3,16,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,9,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-16,2018,Q1,3,16,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,12,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-19,2018,Q1,3,19,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,12,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20494,18960,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-19,2018,Q1,3,19,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,12,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20538,18988,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-19,2018,Q1,3,19,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,12,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-19,2018,Q1,3,19,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,16,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20902,19249,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-22,2018,Q1,3,22,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,16,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-22,2018,Q1,3,22,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,16,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20951,19280,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-22,2018,Q1,3,22,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,16,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-22,2018,Q1,3,22,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,26,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,20176,18706,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-29,2018,Q1,3,29,3047190,03047190|03047200,Gadus Morhua,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,26,RU,GB,"Grimsby-Immingham, P",GB,GB,RU,Russian Federation,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-29,2018,Q1,3,29,3047200,03047190|03047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus|Gadus Morhua,-
2018,Q1,3,9,US,GB,"Southampton, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,18856,14620.32,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-15,2018,Q1,3,15,16041100,16041100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2018,Q1,3,4,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,284.25,265.25,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-05,2018,Q1,3,5,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q1,3,4,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-05,2018,Q1,3,5,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,3,4,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,1002.4,957.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-05,2018,Q1,3,5,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,3,16,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,2312.95,2194.95,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-20,2018,Q1,3,20,20120,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,3,16,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-20,2018,Q1,3,20,20130,020120|020130,Bos Taurus,Bos Taurus,-
2018,Q1,3,16,AU,GB,Heathrow,GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,290.69,269.69,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-20,2018,Q1,3,20,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q1,3,7,TH,GB,Liverpool,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,4044,3679.2,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-15,2018,Q1,3,15,21039090,21039090,Stolephorus Spp,Stolephorus Spp,-
2018,Q1,3,27,TR,GB,Heathrow,GB,GB,TR,Turkey,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-28,2018,Q1,3,28,3028490,03028490|03028510,Dicentrarchus Spp,Dentex Dentex|Dicentrarchus Spp,-
2018,Q1,3,27,TR,GB,Heathrow,GB,GB,TR,Turkey,GB,CVEDP,No,Human Consumption,240,200,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-28,2018,Q1,3,28,3028510,03028490|03028510,Dentex Dentex,Dentex Dentex|Dicentrarchus Spp,-
2018,Q1,3,20,MX,GB,"Southampton, P",GB,GB,MX,Mexico,GB,CVEDP,No,Animal Feedingstuff,8580,8580,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-03-22,2018,Q1,3,22,230910,230910,Ungulates,Ungulates,-
2018,Q1,3,20,MX,GB,"Southampton, P",GB,GB,MX,Mexico,GB,CVEDP,No,Animal Feedingstuff,6355.37,4869.11,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Animal Feedingstuff,-,-,-,2018-03-22,2018,Q1,3,22,230910,230910,Ungulates,Ungulates,-
2018,Q1,3,14,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Other,-,-,-,2018-03-15,2018,Q1,3,15,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,3,15,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Other,-,-,-,2018-03-21,2018,Q1,3,21,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,3,20,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,204,5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Other,-,-,-,2018-03-26,2018,Q1,3,26,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,3,7,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,367,9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Other,-,-,-,2018-03-09,2018,Q1,3,9,5111000,5111000,Bos Taurus,Bos Taurus,-
2018,Q1,3,4,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,60,60,/,/,Satisfactory,/,-,No,-,-,No,/,-,/,-,/,/,-,-,-,-,2018-03-04,2018,Q1,3,4,3054980,3054980,Otra Pesca,Otra Pesca,-
2018,Q1,3,7,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,155,155,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,No,/,-,/,-,/,/,-,-,-,-,2018-03-08,2018,Q1,3,8,3054980,3054980,Otra Pesca,Otra Pesca,-
2018,Q1,3,22,GH,GB,Heathrow,/,/,GH,Ghana,/,CVEDP,No,-,191,191,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,No,/,-,/,-,/,/,-,-,-,-,2018-03-23,2018,Q1,3,23,3054980,3054980,Clarias Spp,Clarias Spp,-
2018,Q1,3,23,US,GB,Heathrow,GB,GB,US,Canada,GB,CVEDP,No,Human Consumption,3773.92,3628.74,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-23,2018,Q1,3,23,21069098,21069098,Apis Melifera,Apis Melifera,-
2018,Q1,3,1,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,10063.82,9628.58,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,20130,20130,Bos Taurus,Bos Taurus,-
2018,Q1,3,6,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14346.25,13896.25,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044310,2044310,Ovis Aries,Ovis Aries,-
2018,Q1,3,6,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044230,02044230|02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q1,3,6,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044250,02044230|02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q1,3,6,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044290,02044230|02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q1,3,6,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9115.68,8352.33,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044310,02044230|02044250|02044290|02044310,Ovis Aries,Ovis Aries,-
2018,Q1,2,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13397.26,12874.46,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-03,2018,Q1,3,3,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,2,19,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14695.6,14209.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2044250,2044250,Ovis Aries,Ovis Aries,-
2018,Q1,2,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12517.66,11757.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,21,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042300,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24463.51,22952.99,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24506.82,23006.82,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12622.28,11872.28,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24501.88,23031.88,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,12334.75,11596.75,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24491.02,22991.02,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24539.02,23039.02,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22074.62,20514.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,2042250,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24340.82,22736.87,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042230,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24312,22658.58,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042250,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-06,2018,Q1,3,6,2042300,02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2042210,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,0,0,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2042230,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
2018,Q1,2,20,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24742.75,23158.47,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Yes,/,-,/,-,/,/,Human Consumption,-,-,-,2018-03-07,2018,Q1,3,7,2042250,02042210|02042230|02042250|02042300,Ovis Aries,Ovis Aries,-
